"","Theme","Category","Source","Valence_mean","Valence_SD","Valence_N","Arousal_mean","Arousal_SD","Arousal_N"
"I732","Shark 7","Animal","Wikipedia",3.81188118811881,1.1892255571348,101,4.28155339805825,1.65930221412706,103
"I733","Shark 8","Animal","Wikipedia",4.06862745098039,1.276286413133,102,4.44554455445545,1.72322515954679,101
"I734","Shark 9","Animal","Wikipedia",3.88235294117647,1.34454613526005,102,4.43564356435644,1.77434969261506,101
"I735","Shark 10","Animal","Wikipedia",3.23762376237624,1.15020445879405,101,4.46601941747573,1.61982529910459,103
"I736","Shark 11","Animal","Wikipedia",3.71287128712871,1.13434239683939,101,4.35922330097087,1.6261006464524,103
"I737","Shooting 1","Person","Wikipedia",3.34313725490196,1.39656649715456,102,4.42574257425743,1.64527526361679,101
"I738","Shot 1","Object","Pixabay",2.76470588235294,1.18719630270363,102,4.21782178217822,1.81991186817406,101
"I739","Shot 2","Person","Pixabay",3.69607843137255,1.26482664789811,102,4.11881188118812,1.53809706269059,101
"I740","Shot 3","Object","Pixabay",1.91666666666667,0.977551776958906,108,4.17307692307692,2.0310325830101,104
"I741","Shot 4","Object","Pixabay",2.54901960784314,1.1909514540687,102,3.6039603960396,1.79487719870075,101
"I742","Shot 5","Object","Pixabay",3.02941176470588,1.05732599722823,102,3.71287128712871,1.77390323108881,101
"I743","Siblings 1","Person","Pixabay",6.2037037037037,1.00242005539733,108,3.98076923076923,1.86423033511019,104
"I744","Sidewalk 1","Object","Pixabay",4.31372549019608,0.703321570001209,102,2.2970297029703,1.38956507192319,101
"I745","Sidewalk 2","Object","Pixabay",4.56862745098039,1.1389573477664,102,2.41584158415842,1.36577689783268,101
"I746","Sidewalk 3","Object","Pixabay",4.2970297029703,0.575231335298166,101,2.23300970873786,1.47664088519395,103
"I747","Sidewalk 4","Object","Pixabay",5.46078431372549,1.09609178472589,102,3.38613861386139,1.55544396896644,101
"I748","Sidewalk 5","Object","Pixabay",4.46078431372549,0.779331633262111,102,1.98019801980198,1.33401797603932,101
"I749","Sidewalk 6","Object","Pixabay",2.83333333333333,1.47643760003553,102,1.92079207920792,1.27814841326688,101
"I750","Skier 1","Person","Wikipedia",5.47222222222222,0.911590305310013,108,4.22115384615385,1.79512138632337,104
"I751","Skijump 1","Scene","Wikipedia",4.5,1.14968786121183,102,3.99009900990099,1.77479604183101,101
"I752","Skijump 2","Scene","Wikipedia",4.86138613861386,1.06798598277596,101,4.19417475728155,1.63933422896569,103
"I753","Skinhead 1","Person","Wikipedia",3.05555555555556,1.28857911556553,108,3.34615384615385,1.77779852282312,104
"I754","Sky 1","Scene","Pixabay",4.64705882352941,0.929676392367438,102,2.87128712871287,1.68916172308417,101
"I755","Skydiving 1","Scene","Pixabay",5.23148148148148,1.27232572007785,108,4.68269230769231,1.59041072473066,104
"I756","Skydiving 2","Person","Pixabay",5.33333333333333,1.13742224918334,102,4.6039603960396,1.72672642836549,101
"I757","Skydiving 3","Person","Pixabay",5.07920792079208,1.2544573991717,101,5.04854368932039,1.71714903242063,103
"I758","Skydiving 4","Person","Pixabay",5.3921568627451,1.23606580254441,102,4.3960396039604,1.58163970562699,101
"I759","Skydiving 5","Person","Pixabay",4.8921568627451,1.27354547392716,102,5.11881188118812,1.45111769827862,101
"I760","Skyscraper 1","Scene","Wikipedia",4.12962962962963,0.843807487817605,108,2.25,1.39868176495286,104
"I761","Skyscraper 2","Scene","Wikipedia",4.49019607843137,0.853009791120152,102,2.89108910891089,1.48930178338045,101
"I762","Sleepy pose 1","Person","Wikipedia",2.58823529411765,1.64919987306459,102,3.47524752475248,1.62230736548868,101
"I763","Sleepy pose 2","Person","Wikipedia",3.63725490196078,0.941761733191812,102,2.6039603960396,1.41477353608832,101
"I764","Sleepy pose 3","Person","Flickr/Kevin",3.70588235294118,0.990931507899948,102,2.35643564356436,1.40416636062713,101
"I765","Sleepy pose 4","Person","Flickr/matt",3.96078431372549,0.91111474130908,102,2.52475247524752,1.48723945217938,101
"I766","Smiling face 1","Person","Pixabay",5.63888888888889,1.1717734249852,108,4.125,1.69343392153398,104
"I767","Snake 1","Animal","Wikipedia",3,1.32006600495041,102,4.17821782178218,1.94111328677108,101
"I768","Snake 2","Animal","Wikipedia",3.07843137254902,1.43979010096875,102,4.25742574257426,1.9165253212339,101
"I769","Snake 3","Animal","Wikipedia",2.91176470588235,1.3795030040373,102,4.57425742574257,1.96135939926096,101
"I770","Snake 4","Animal","Wikipedia",2.37254901960784,1.26586227511269,102,4.8019801980198,1.92883281795078,101
"I771","Snake 5","Animal","Wikipedia",2.9009900990099,1.34539920094409,101,4.39805825242718,1.85419400504319,103
"I772","Snake 6","Animal","Wikipedia",3.10891089108911,1.42057023831284,101,4.23300970873786,1.89013892784935,103
"I773","Snow 1","Scene","Pixabay",4.62745098039216,0.855055653651044,102,2.28712871287129,1.43761353404429,101
"I774","Snow 2","Scene","Pixabay",4.54901960784314,0.816020905629021,102,2.25742574257426,1.43981571978177,101
"I775","Snow 3","Scene","Pixabay",4.56481481481481,0.930010030577483,108,2.33653846153846,1.51760271431833,104
"I776","Snow 4","Scene","Pixabay",3.44444444444444,1.38303021863941,108,2.66346153846154,1.69871783129247,104
"I777","Snow 5","Scene","Pixabay",4.82352941176471,0.999126001289685,102,2.9009900990099,1.7349636912342,101
"I778","Soccer 1","Object","Pixabay",4.36274509803922,0.75503872677905,102,2.44554455445545,1.50648762042542,101
"I779","Soccer 2","Object","Pixabay",4.59405940594059,0.907504466344736,101,2.86407766990291,1.52783676169244,103
"I780","Socks 1","Object","Pixabay",4.2037037037037,0.559693829174542,108,1.90384615384615,1.3547416245563,104
"I781","Solar panel 1","Scene","Pixabay",5.00980392156863,1.22268247571482,102,2.73267326732673,1.59305423077126,101
"I782","Soldiers 1","Scene","Pixabay",4.15740740740741,1.39533292203298,108,4.01923076923077,1.68362051642165,104
"I783","Soldiers 2","Person","Pixabay",4.00990099009901,1.19578467547423,101,3.50485436893204,1.63823067163499,103
"I784","Soldiers 3","Person","Pixabay",4.38613861386139,1.48303942651369,101,4.45631067961165,1.8191610813193,103
"I785","Soldiers 4","Scene","Pixabay",4.66666666666667,1.51777151213096,102,4.28712871287129,1.70491427153019,101
"I786","Soldiers 5","Person","Wikipedia",4.94059405940594,1.06603735561394,101,3.38834951456311,1.54813619574102,103
"I787","Soldiers 6","Person","Pixabay",4.09259259259259,1.00034608064715,108,3.43269230769231,1.71098349663739,104
"I788","Soldiers 7","Person","Pixabay",2.61386138613861,1.19975244971371,101,4.07766990291262,1.85075141278574,103
"I789","Soldiers 8","Person","Pixabay",2.50925925925926,1.20354127295571,108,3.93269230769231,1.77503957607691,104
"I790","Soldiers 9","Person","Pixabay",3.47058823529412,1.37665027773467,102,4.67326732673267,1.48397379283523,101
"I791","Soldiers 10","Scene","Pixabay",2.6039603960396,1.37897939013454,101,4.1747572815534,1.84936228789351,103
"I792","Soup 1","Object","Pixabay",5.04950495049505,0.942085321229053,101,2.98058252427184,1.60868099985654,103
"I793","Spider 1","Animal","Pixabay",3.06862745098039,1.47762053785552,102,4.01980198019802,1.91300913756209,101
"I794","Spider 2","Animal","Pixabay",2.90196078431373,1.4177782362414,102,4.7029702970297,1.93672173765591,101
"I795","Statue 1","Object","Pixabay",5.33333333333333,1.1600837868548,108,2.80769230769231,1.63146799746007,104
"I796","Statue 2","Object","Pixabay",5.03921568627451,1.35647744615593,102,3.36633663366337,1.48810464872083,101
"I797","Stingray 1","Animal","Pixabay",4.54455445544554,1.12716238825865,101,3.56310679611651,1.58837630075385,103
"I798","Stingray 2","Animal","Pixabay",4.75490196078431,1.12078715717093,102,3.73267326732673,1.64250472820574,101
"I799","Stingray 3","Animal","Pixabay",4.53465346534653,1.196364128814,101,4.0873786407767,1.62158719219543,103
"I800","Storage 1","Object","Pixabay",4.01960784313725,0.744356884446584,102,2.01980198019802,1.31894046885977,101
"I801","Storage 2","Object","Pixabay",4.00990099009901,0.670746591567195,101,2.25242718446602,1.39127848244855,103
"I802","Storage 3","Object","Pixabay",3.70588235294118,1.13963895007023,102,2.55445544554455,1.50648762042542,101
"I803","Street 1","Scene","Pixabay",4.54901960784314,0.960893262021263,102,2.66336633663366,1.47835873672646,101
"I804","Street 2","Scene","Pixabay",4.61111111111111,1.13428583759594,108,3.16346153846154,1.72424502641814,104
"I805","Street 3","Scene","Pixabay",5.05882352941176,0.942122413392826,102,3.30693069306931,1.73056392113915,101
"I806","Street 4","Scene","Pixabay",4.88235294117647,0.925909963407781,102,2.71287128712871,1.32918496578442,101
"I807","Street 5","Scene","Pixabay",4.04901960784314,0.926800639487425,102,2.23762376237624,1.30497904083924,101
"I808","Sun 1","Object","Pixabay",4.41584158415842,1.35843532590016,101,4.50485436893204,1.85172832043508,103
"I809","Sunflower 1","Scene","Pixabay",5.87128712871287,1.0739028479023,101,3.8252427184466,1.77359270069573,103
"I810","Sunset 1","Scene","Pixabay",6.06862745098039,1.03655755402358,102,3.77227722772277,1.86483880332222,101
"I811","Sunset 2","Scene","Pixabay",6.00980392156863,0.999951464556964,102,4.10891089108911,1.75442862550182,101
"I812","Sunset 3","Scene","Pixabay",6.12037037037037,0.983200881658128,108,3.71153846153846,1.91404150731123,104
"I813","Sunset 4","Scene","Pixabay",6.1078431372549,0.994110007908443,102,4.31683168316832,1.83265213867393,101
"I814","Sunset 5","Scene","Pixabay",5.87962962962963,1.12505528497673,108,3.53846153846154,1.88464967733352,104
"I815","Sunset 6","Scene","Pixabay",5.81481481481481,1.04253598201557,108,3.32692307692308,1.85096305393573,104
"I816","Surgery 1","Person","Pixabay",2.91176470588235,1.14410188890996,102,4.38613861386139,1.8164266956291,101
"I817","Surgery 2","Person","Pixabay",4,1.26047016891673,108,3.72115384615385,1.79241514548708,104
"I818","Surgery 3","Person","Wikipedia",3.67592592592593,1.38637363107102,108,3.91346153846154,1.79053919808129,104
"I819","Surgery 4","Person","Wikipedia",3.48514851485149,1.18839270770346,101,3.89320388349515,1.86249159155477,103
"I820","Surgery 5","Person","Wikipedia",3.99019607843137,1.45897765670237,102,4.16831683168317,1.69156322335698,101
"I821","Surprise 1","Person","Pixabay",4.68627450980392,1.11675264868892,102,4.06930693069307,1.5182715550426,101
"I822","Surprise 2","Person","Pixabay",5.29411764705882,1.17387599741594,102,3.64356435643564,1.73542017053993,101
"I823","Swimming 1","Person","Pixabay",5.05940594059406,1.00818433015216,101,3.62135922330097,1.60340633025119,103
"I824","Swingset 1","Object","Pixabay",4.31372549019608,0.730934464384465,102,2.71287128712871,1.53841888745144,101
"I825","Thunderstorm 1","Scene","Pixabay",3.16666666666667,1.3568793223154,108,4.54807692307692,1.77293463972698,104
"I826","Thunderstorm 2","Scene","Pixabay",5.05555555555556,1.42627764224662,108,4.54807692307692,1.71163810536402,104
"I827","Thunderstorm 3","Scene","Pixabay",3.96039603960396,1.32605272956401,101,4.67961165048544,1.74453540212708,103
"I828","Thunderstorm 4","Scene","Pixabay",3.44554455445545,1.39624673696845,101,4.64077669902913,1.74251547342858,103
"I829","Thunderstorm 5","Scene","Pixabay",4.75247524752475,1.28379079755277,101,4.52427184466019,1.80329034884533,103
"I830","Thunderstorm 6","Scene","Pixabay",4.50925925925926,1.41087478908449,108,4.50961538461539,1.80072904495742,104
"I831","Thunderstorm 7","Scene","Pixabay",4.48514851485149,1.17994797670184,101,4.15533980582524,1.73067640382959,103
"I832","Thunderstorm 8","Scene","Pixabay",4.37254901960784,1.3637569585992,102,4.74257425742574,1.84202858472139,101
"I833","Thunderstorm 9","Scene","Pixabay",4.6078431372549,1.24405009883758,102,4.75247524752475,1.40289657918222,101
"I834","Thunderstorm 10","Scene","Pixabay",4.36633663366337,1.18930881000039,101,4.40776699029126,1.68869884476524,103
"I835","Thunderstorm 11","Scene","Pixabay",3.94444444444444,1.56380397302335,108,4.41346153846154,1.73267051822323,104
"I836","Tickling 1","Person","Wikipedia",5.36274509803922,1.26482664789811,102,3.88118811881188,1.6265738760528,101
"I837","Tiger 1","Animal","Pixabay",4.74257425742574,1.38313748663345,101,4.90291262135922,1.58122912669659,103
"I838","Tiger 2","Animal","Pixabay",5.3921568627451,1.15318639700595,102,4.3960396039604,1.5236745579079,101
"I839","Timber 1","Object","Pixabay",3.83168316831683,1.05895521086298,101,2.66990291262136,1.67676362824085,103
"I840","Timber 2","Object","Pixabay",4.33333333333333,0.998348471209826,102,2.10891089108911,1.45534181619996,101
"I841","Timber 3","Object","Pixabay",4.12037037037037,0.817079282036065,108,2.28846153846154,1.62906296804211,104
"I842","Timber 4","Object","Pixabay",4.30392156862745,0.728340249155633,102,2.26732673267327,1.37033637555829,101
"I843","Toast 1","Person","Pixabay",4.8019801980198,1.28856355668006,101,3.66990291262136,1.530015695899,103
"I844","Toilet 1","Object","Pixabay",3.80392156862745,0.844776796184514,102,2.35643564356436,1.48043343934026,101
"I845","Toilet 2","Object","Pixabay",3.64814814814815,0.960089703897114,108,2.28846153846154,1.36298556448401,104
"I846","Toilet 3","Object","Pixabay",3.83333333333333,0.856926736858662,102,2.36633663366337,1.28625636851467,101
"I847","Toilet 4","Object","Pixabay",2.53465346534653,1.21296625209149,101,3.15533980582524,1.7643378003081,103
"I848","Tornado 1","Scene","Pixabay",2.09803921568627,1.11257264906028,102,5.05940594059406,1.91740335964146,101
"I849","Tornado 2","Scene","Pixabay",3.51960784313725,1.48077041867035,102,4.72277227722772,1.67402993928536,101
"I850","Tornado 3","Scene","Pixabay",2.66336633663366,1.22700633839253,101,4.67961165048544,1.84822963640413,103
"I851","Tornado 4","Scene","Pixabay",2.69607843137255,1.36279572636819,102,5.13861386138614,1.65547396820546,101
"I852","Tornado 5","Scene","Pixabay",3.25,1.46692506927876,108,4.27884615384615,1.82462514181418,104
"I853","Torture chamber 1","Object","Wikipedia",3.36274509803922,1.29576015142666,102,3.24752475247525,1.66976609496096,101
"I854","Traffic 1","Scene","Pixabay",4.62376237623762,1.13005738923751,101,4.23300970873786,1.70468721468333,103
"I855","Tumor 1","Person","Wikipedia",1.40196078431373,0.72110756289113,102,4.94059405940594,2.24420044638717,101
"I856","Volcano 1","Scene","Pixabay",3.75247524752475,1.22805488960436,101,3.98058252427184,1.6743777452562,103
"I857","Volcano 2","Scene","Pixabay",2.63725490196078,1.54656576231144,102,5.23762376237624,1.63797750199131,101
"I858","Volcano 3","Scene","Pixabay",4.38888888888889,1.50285294629686,108,4.05769230769231,1.69995387188659,104
"I859","Wall 1","Object","Pixabay",4.07843137254902,0.591796635357012,102,1.8019801980198,1.23304340540143,101
"I860","Wall 2","Object","Pixabay",4.02941176470588,0.496639845060589,102,1.69306930693069,1.23889123217033,101
"I861","Wall 3","Object","Pixabay",4.05882352941176,0.462954981703891,102,1.81188118811881,1.30163644146227,101
"I862","Wall 4","Object","Pixabay",3.99009900990099,0.499900980294108,101,1.83495145631068,1.30682287515645,103
"I863","Wall 5","Object","Pixabay",3.99009900990099,0.479479916262412,101,1.84466019417476,1.31921903184733,103
"I864","War 1","Person","Pixabay",1.75925925925926,1.2815759163439,108,5,2,104
"I865","War 2 ","Scene","Pixabay",2.3960396039604,1.5170972804721,101,4.58252427184466,1.87618862635397,103
"I866","War 3","Person","Pixabay",3.46296296296296,1.54934973351606,108,4.30769230769231,1.86993028828538,104
"I867","War 4","Person","Pixabay",2.97058823529412,1.38203381736319,102,4.78217821782178,1.68287825106892,101
"I868","War 5","Scene","Pixabay",2.45544554455446,1.45275429770658,101,4.38834951456311,2.16130411661225,103
"I869","War 6","Person","Pixabay",1.3921568627451,0.88055858447636,102,5.01980198019802,2.06872036785933,101
"I870","War 7","Person","Pixabay",3.17821782178218,1.79106694237798,101,4.25242718446602,1.9134121385114,103
"I871","War 8","Scene","Pixabay",1.7156862745098,0.958313813919198,102,5.13861386138614,1.76085037961944,101
"I872","Waterfall 1","Scene","Pixabay",5.43137254901961,1.14761745378374,102,4.00990099009901,1.56521595637759,101
"I873","Weapon 1","Object","Wikipedia",2.84259259259259,1.38187220311395,108,3.79807692307692,1.77567057040655,104
"I874","Wedding 1","Person","Pixabay",5.67326732673267,1.15852415504459,101,4.09708737864078,1.59358126162055,103
"I875","Wedding 2","Person","Pixabay",5.7843137254902,1.1657441508986,102,3.84158415841584,1.62931073320792,101
"I876","Wedding 3","Person","Pixabay",5.7843137254902,1.29452350636156,102,4.10891089108911,1.63034346135414,101
"I877","Wedding 4","Object","Pixabay",5.81481481481481,0.996706240510176,108,3.11538461538462,1.61490444159683,104
"I878","Wedding 5","Person","Pixabay",5.73529411764706,1.25016015281556,102,4.1980198019802,1.6310720522417,101
"I879","Wedding 6","Person","Pixabay",6,0.989949493661167,101,3.92233009708738,1.53194302093107,103
"I880","Wedding 7","Object","Pixabay",5.2843137254902,1.22172942654703,102,3.24752475247525,1.55824221861724,101
"I881","Wedding 8","Object","Pixabay",5.62745098039216,1.11623100476072,102,3.86138613861386,1.6126357491405,101
"I882","Wedding 9","Person","Pixabay",5.76470588235294,1.19550702271095,102,4.04950495049505,1.54516172372838,101
"I883","Wedding 10","Person","Pixabay",5.79411764705882,1.13746491878549,102,4.15841584158416,1.59832833465047,101
"I884","Wedding 11","Object","Pixabay",5.01960784313725,1.13434581973477,102,3.48514851485149,1.54669881609923,101
"I885","Wedding 12","Scene","Pixabay",4.89814814814815,1.03164703460788,108,2.5,1.52646555394435,104
"I886","Wedding ring 1","Object","Pixabay",5.75490196078431,1.13831797494168,102,3.66336633663366,1.67497598623247,101
"I887","Windmill 1","Object","Pixabay",3.16666666666667,1.51318195408491,108,2.53846153846154,1.53864823363102,104
"I888","Wolf 1","Animal","Pixabay",5.45544554455446,1.10927681374171,101,4.27184466019417,1.591608969844,103
"I889","Wolf 2","Animal","Flickr/Tambako The Jaguar",3.08823529411765,1.34313760916662,102,4.67326732673267,1.61931411956476,101
"I890","Woods 1","Scene","Pixabay",3.7843137254902,1.27137137293891,102,3.16831683168317,1.50379059001374,101
"I891","Yarn 1","Object","Pixabay",2.59803921568627,1.4709046446641,102,1.87128712871287,1.26224693571926,101
"I892","Yarn 2","Object","Pixabay",4.10891089108911,0.444994159489985,101,2.16504854368932,1.40095966673437,103
"I893","Yarn 3","Object","Pixabay",4.30392156862745,0.700625119549713,102,1.94059405940594,1.31012810196727,101
"I894","Yarn 4","Object","Pixabay",4.2037037037037,0.5071315569563,108,1.98076923076923,1.3144511884475,104
"I895","Yoga 1","Person","Pixabay",5.56481481481481,1.06141457497313,108,3.47115384615385,1.61880173093024,104
"I896","Yoga 2","Person","Pixabay",3.09259259259259,1.53182462233425,108,3.125,1.60513435907391,104
"I897","Yoga 3","Person","Pixabay",5.49019607843137,0.95175812343737,102,3.64356435643564,1.47366318007774,101
"I898","Yoga 4","Person","Pixabay",5.72549019607843,1.00648257961638,102,3.99009900990099,1.84116837635753,101
"I899","Yoga 5","Person","Pixabay",3.45098039215686,1.53266383635006,102,3.2970297029703,1.70026206483263,101
"I900","Zebra 1","Animal","Pixabay",5.80555555555556,0.961485740227298,108,3.56730769230769,1.65326639368371,104
